Vardas         Pavarde        ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    Egzaminas   
Vardas7096     Pavarde7096    5       8       6       9       8       7       9       3       1       1       4       2       7       3       2           
Vardas7097     Pavarde7097    8       3       6       8       2       1       7       5       2       2       2       3       4       8       8           
Vardas7098     Pavarde7098    8       3       9       5       4       6       6       7       5       7       8       9       9       3       7           
Vardas7099     Pavarde7099    2       9       8       2       3       2       2       9       1       7       2       6       2       8       10          
Vardas7100     Pavarde7100    9       5       10      1       7       7       8       4       9       6       1       4       10      7       3           
Vardas7101     Pavarde7101    3       8       5       2       6       4       3       5       3       9       2       6       5       4       4           
Vardas7102     Pavarde7102    1       4       2       9       3       9       2       3       8       7       3       2       7       2       7           
Vardas7103     Pavarde7103    2       3       6       4       7       9       2       6       3       1       4       7       10      4       10          
Vardas7104     Pavarde7104    8       5       4       10      1       3       6       6       3       9       2       9       10      5       5           
Vardas7105     Pavarde7105    10      8       7       9       1       1       2       3       2       6       1       9       4       1       6           
Vardas7106     Pavarde7106    1       4       3       5       2       7       8       10      1       10      1       5       10      1       10          
Vardas7107     Pavarde7107    5       1       6       10      7       3       2       8       9       7       10      5       4       5       6           
Vardas7108     Pavarde7108    2       3       6       5       10      7       7       4       9       5       6       10      9       10      10          
Vardas7109     Pavarde7109    7       4       5       8       10      6       3       9       10      5       10      3       2       4       6           
Vardas7110     Pavarde7110    5       1       10      1       7       10      6       4       2       5       3       1       8       4       8           
Vardas7111     Pavarde7111    4       10      9       6       9       6       3       4       9       4       2       10      7       1       5           
Vardas7112     Pavarde7112    7       3       2       5       10      10      10      4       2       9       3       4       10      3       4           
Vardas7113     Pavarde7113    10      4       2       7       5       6       8       3       3       3       1       7       3       5       1           
Vardas7114     Pavarde7114    6       5       10      3       10      1       7       10      9       3       7       6       1       3       9           
Vardas7115     Pavarde7115    8       2       5       10      6       6       9       10      7       4       4       5       10      3       2           
Vardas7116     Pavarde7116    4       5       10      4       7       9       1       4       6       6       7       6       8       1       6           
Vardas7117     Pavarde7117    7       1       3       1       10      8       7       5       8       1       6       9       2       8       8           
Vardas7118     Pavarde7118    5       9       7       9       9       5       10      5       10      9       6       8       4       2       3           
Vardas7119     Pavarde7119    1       1       6       3       9       4       7       7       5       7       9       10      8       8       2           
Vardas7120     Pavarde7120    10      7       6       5       2       7       1       6       6       4       6       3       2       10      10          
Vardas7121     Pavarde7121    6       2       4       10      5       2       3       6       10      5       5       10      8       3       4           
Vardas7122     Pavarde7122    10      10      1       5       2       1       4       10      8       10      5       4       8       9       7           
Vardas7123     Pavarde7123    7       6       2       10      4       3       7       1       1       9       9       7       4       9       9           
Vardas7124     Pavarde7124    3       2       10      1       2       1       1       4       8       4       5       9       3       3       8           
Vardas7125     Pavarde7125    8       7       7       10      5       3       1       8       3       3       3       7       7       7       10          
Vardas7126     Pavarde7126    4       5       5       6       10      6       10      3       4       5       9       6       2       4       7           
Vardas7127     Pavarde7127    2       7       1       6       10      8       9       4       7       3       8       4       1       8       9           
Vardas7128     Pavarde7128    2       8       6       9       1       1       9       10      1       1       5       3       2       10      2           
Vardas7129     Pavarde7129    5       6       4       9       4       9       3       10      5       9       3       9       6       2       10          
Vardas7130     Pavarde7130    7       9       8       1       9       1       3       4       1       3       4       2       9       8       3           
Vardas7131     Pavarde7131    8       7       2       10      4       8       9       7       7       2       6       4       5       7       5           
Vardas7132     Pavarde7132    8       5       2       9       8       10      1       6       6       2       2       2       8       10      5           
Vardas7133     Pavarde7133    9       6       3       3       4       6       3       10      2       10      7       9       1       4       6           
Vardas7134     Pavarde7134    4       1       10      5       9       4       8       4       2       6       4       4       7       8       5           
Vardas7135     Pavarde7135    3       9       8       3       1       10      1       10      4       6       1       3       10      2       9           
Vardas7136     Pavarde7136    6       9       5       6       8       3       2       3       8       6       5       1       6       6       3           
Vardas7137     Pavarde7137    9       6       4       7       9       2       10      9       1       4       5       6       9       7       5           
Vardas7138     Pavarde7138    5       2       7       7       5       10      6       3       4       1       5       1       4       3       1           
Vardas7139     Pavarde7139    10      1       8       7       3       4       6       2       6       3       8       8       1       2       10          
Vardas7140     Pavarde7140    9       2       7       2       4       8       4       7       4       1       6       5       5       10      2           
Vardas7141     Pavarde7141    10      4       2       2       5       10      8       5       3       2       7       8       8       3       7           
Vardas7142     Pavarde7142    5       8       6       2       8       6       8       6       4       9       2       3       8       2       5           
Vardas7143     Pavarde7143    2       5       10      9       3       5       2       10      4       2       4       3       5       5       5           
Vardas7144     Pavarde7144    5       1       2       4       8       7       4       8       8       9       2       5       5       10      1           
Vardas7145     Pavarde7145    7       4       5       8       8       2       8       4       4       4       10      1       7       10      4           
Vardas7146     Pavarde7146    7       3       4       10      4       3       1       8       10      10      4       5       7       5       2           
Vardas7147     Pavarde7147    2       4       5       7       7       9       5       2       5       10      1       9       4       10      2           
Vardas7148     Pavarde7148    7       2       9       6       10      3       10      10      7       8       3       3       3       3       6           
Vardas7149     Pavarde7149    10      5       9       1       9       5       8       10      5       9       7       3       3       9       5           
Vardas7150     Pavarde7150    6       9       7       1       6       10      8       7       1       1       1       9       7       7       7           
Vardas7151     Pavarde7151    4       2       9       9       5       5       4       5       4       5       10      9       10      8       7           
Vardas7152     Pavarde7152    1       8       10      8       8       6       5       8       7       3       10      6       4       2       3           
Vardas7153     Pavarde7153    10      2       2       7       6       9       4       9       5       8       5       8       9       9       8           
Vardas7154     Pavarde7154    8       8       5       3       9       8       1       4       1       9       5       5       5       8       5           
Vardas7155     Pavarde7155    1       4       8       1       2       9       1       7       8       9       7       3       1       9       2           
Vardas7156     Pavarde7156    9       4       1       4       1       4       4       1       5       4       4       8       1       1       7           
Vardas7157     Pavarde7157    10      3       10      6       3       2       8       7       3       7       3       1       2       10      4           
Vardas7158     Pavarde7158    9       1       1       10      5       8       7       3       2       7       3       9       1       8       2           
Vardas7159     Pavarde7159    4       6       8       1       1       8       4       3       4       1       7       5       7       8       8           
Vardas7160     Pavarde7160    3       9       5       6       2       7       9       7       1       6       4       2       2       9       5           
Vardas7161     Pavarde7161    2       3       6       2       3       3       5       2       4       3       9       9       6       5       1           
Vardas7162     Pavarde7162    8       4       4       7       9       4       9       5       7       7       2       8       4       2       3           
Vardas7163     Pavarde7163    1       7       4       10      5       7       1       4       1       3       6       2       3       7       1           
Vardas7164     Pavarde7164    8       3       3       1       5       8       7       2       1       6       3       1       3       7       4           
Vardas7165     Pavarde7165    6       8       1       2       3       7       5       9       6       9       8       9       3       6       2           
Vardas7166     Pavarde7166    4       6       2       3       9       10      8       4       2       7       7       8       9       8       4           
Vardas7167     Pavarde7167    7       9       5       9       6       1       9       9       7       3       1       4       3       10      9           
Vardas7168     Pavarde7168    6       2       7       2       3       5       4       8       6       4       6       4       8       4       2           
Vardas7169     Pavarde7169    5       10      3       7       4       9       8       3       8       9       10      7       10      2       7           
Vardas7170     Pavarde7170    8       6       5       6       3       3       8       8       6       1       5       5       7       2       3           
Vardas7171     Pavarde7171    2       8       4       6       5       9       4       9       9       2       5       2       3       9       4           
Vardas7172     Pavarde7172    6       9       8       7       5       2       4       2       2       7       1       8       3       7       3           
Vardas7173     Pavarde7173    1       5       1       2       8       1       9       10      5       9       4       8       4       9       9           
Vardas7174     Pavarde7174    4       10      10      10      3       3       6       10      4       9       2       7       3       7       5           
Vardas7175     Pavarde7175    9       3       5       1       3       5       1       8       8       5       6       9       3       9       2           
Vardas7176     Pavarde7176    8       10      5       10      5       8       8       2       5       1       2       1       8       3       2           
Vardas7177     Pavarde7177    1       4       1       6       7       2       9       7       4       2       10      3       10      7       3           
Vardas7178     Pavarde7178    4       10      1       3       2       10      10      9       8       7       7       5       8       6       7           
Vardas7179     Pavarde7179    8       5       5       1       4       4       10      8       10      4       7       7       5       1       2           
Vardas7180     Pavarde7180    6       3       7       3       5       8       5       4       8       9       7       3       5       8       1           
Vardas7181     Pavarde7181    6       2       7       3       7       3       7       9       6       5       1       7       8       2       2           
Vardas7182     Pavarde7182    9       1       6       10      10      8       9       6       10      10      6       9       6       3       10          
Vardas7183     Pavarde7183    9       9       9       5       6       4       10      3       3       9       6       4       9       9       2           
Vardas7184     Pavarde7184    7       5       8       7       7       6       6       3       5       5       7       6       1       8       5           
Vardas7185     Pavarde7185    3       10      7       6       8       1       5       4       5       4       4       6       9       8       10          
Vardas7186     Pavarde7186    7       1       4       7       2       3       6       9       9       8       1       6       3       4       1           
Vardas7187     Pavarde7187    2       4       7       5       3       9       6       7       9       6       1       4       6       3       7           
Vardas7188     Pavarde7188    7       7       8       3       7       1       1       9       7       7       10      8       9       5       4           
Vardas7189     Pavarde7189    10      9       10      1       3       1       2       4       5       7       10      3       7       8       10          
Vardas7190     Pavarde7190    8       2       1       5       8       8       8       2       1       6       10      5       7       6       5           
Vardas7191     Pavarde7191    6       3       8       5       10      9       6       8       5       9       8       9       9       10      8           
Vardas7192     Pavarde7192    10      8       10      1       6       8       8       4       4       6       6       5       10      9       7           
Vardas7193     Pavarde7193    10      9       9       1       8       8       3       6       7       9       10      6       3       1       9           
Vardas7194     Pavarde7194    1       1       2       10      4       7       7       10      7       3       2       9       9       6       2           
Vardas7195     Pavarde7195    6       7       6       1       2       1       8       8       6       10      7       8       6       3       4           
Vardas7196     Pavarde7196    4       4       6       6       10      8       7       9       9       2       1       8       10      9       9           
Vardas7197     Pavarde7197    9       1       4       3       10      6       6       4       9       6       7       3       4       4       7           
Vardas7198     Pavarde7198    6       1       3       1       6       7       9       3       6       3       5       3       3       2       9           
Vardas7199     Pavarde7199    4       4       6       1       5       8       9       4       6       1       3       7       4       10      1           
Vardas7200     Pavarde7200    2       7       1       8       5       2       7       9       10      10      3       1       2       4       8           
Vardas7201     Pavarde7201    5       5       4       2       10      7       2       2       2       8       3       3       7       3       8           
Vardas7202     Pavarde7202    3       9       7       9       8       6       9       2       1       10      3       8       7       7       4           
Vardas7203     Pavarde7203    9       8       10      8       3       10      9       2       8       1       1       9       2       5       5           
Vardas7204     Pavarde7204    4       10      10      9       10      10      8       8       5       6       8       10      10      5       5           
Vardas7205     Pavarde7205    8       8       10      8       7       3       5       8       7       2       5       3       6       8       2           
Vardas7206     Pavarde7206    4       10      4       8       10      1       2       1       3       4       4       10      8       3       10          
Vardas7207     Pavarde7207    6       9       7       5       6       9       8       6       2       9       4       7       3       10      10          
Vardas7208     Pavarde7208    9       6       8       7       7       7       9       3       9       5       5       10      1       4       9           
Vardas7209     Pavarde7209    8       1       5       7       8       9       6       9       6       2       1       9       4       8       8           
Vardas7210     Pavarde7210    3       6       2       7       4       6       5       1       4       3       9       7       8       10      10          
Vardas7211     Pavarde7211    2       2       5       7       1       7       9       10      8       6       1       1       3       2       6           
Vardas7212     Pavarde7212    7       8       7       5       4       6       4       6       3       10      3       3       1       4       3           
Vardas7213     Pavarde7213    6       2       2       7       2       9       8       2       9       6       2       3       4       6       8           
Vardas7214     Pavarde7214    2       5       6       6       3       5       4       5       9       2       1       10      5       8       10          
Vardas7215     Pavarde7215    1       9       3       9       4       5       8       8       1       7       9       7       7       9       9           
Vardas7216     Pavarde7216    6       6       6       3       7       1       9       3       10      5       7       9       2       3       6           
Vardas7217     Pavarde7217    1       5       1       1       3       6       10      7       4       4       5       9       1       5       3           
Vardas7218     Pavarde7218    5       4       4       5       3       10      2       7       8       9       2       1       5       3       10          
Vardas7219     Pavarde7219    4       5       3       5       6       1       2       2       3       6       10      1       10      10      7           
Vardas7220     Pavarde7220    8       5       2       7       9       10      10      5       6       6       2       1       3       10      2           
Vardas7221     Pavarde7221    4       2       1       6       10      5       6       2       5       6       8       7       9       8       10          
Vardas7222     Pavarde7222    2       10      5       8       7       9       7       8       1       8       5       8       4       7       3           
Vardas7223     Pavarde7223    2       1       5       8       5       1       1       10      5       10      3       10      4       4       1           
Vardas7224     Pavarde7224    9       4       3       6       5       2       10      9       10      4       9       6       4       8       6           
Vardas7225     Pavarde7225    5       5       7       2       5       6       3       1       2       9       2       3       7       7       9           
Vardas7226     Pavarde7226    1       7       2       4       4       6       10      6       7       6       2       4       2       3       4           
Vardas7227     Pavarde7227    2       10      3       3       5       7       2       9       8       5       4       8       6       1       6           
Vardas7228     Pavarde7228    8       8       10      4       7       4       10      7       8       9       3       6       4       3       1           
Vardas7229     Pavarde7229    1       2       6       8       10      3       7       10      1       10      8       9       9       9       1           
Vardas7230     Pavarde7230    9       5       1       8       9       8       7       2       10      9       8       6       8       3       7           
Vardas7231     Pavarde7231    6       7       6       1       5       7       1       7       7       10      5       7       3       2       5           
Vardas7232     Pavarde7232    4       7       2       2       9       6       3       3       6       8       10      3       6       7       9           
Vardas7233     Pavarde7233    7       7       4       10      10      7       6       7       8       7       4       5       4       8       1           
Vardas7234     Pavarde7234    7       7       10      6       7       3       6       8       6       7       6       4       8       8       5           
Vardas7235     Pavarde7235    6       4       3       2       1       1       8       5       2       7       2       4       9       9       4           
Vardas7236     Pavarde7236    8       4       10      4       7       7       10      3       4       8       7       7       9       9       3           
Vardas7237     Pavarde7237    3       2       7       8       10      8       9       8       4       2       9       4       5       7       1           
Vardas7238     Pavarde7238    8       4       3       8       7       2       1       2       3       9       9       2       6       5       1           
Vardas7239     Pavarde7239    6       1       7       5       9       5       10      1       9       5       6       8       2       5       2           
Vardas7240     Pavarde7240    6       4       7       1       5       3       9       9       8       4       10      1       10      2       7           
Vardas7241     Pavarde7241    4       4       9       4       5       1       4       6       2       10      4       10      10      6       8           
Vardas7242     Pavarde7242    6       7       9       6       2       3       8       6       8       5       10      4       4       8       3           
Vardas7243     Pavarde7243    9       5       7       7       9       7       4       4       10      4       7       9       6       5       3           
Vardas7244     Pavarde7244    1       1       4       4       1       10      1       5       4       3       9       8       6       3       2           
Vardas7245     Pavarde7245    1       5       3       5       7       5       5       5       9       10      6       2       3       3       5           
Vardas7246     Pavarde7246    2       8       2       3       4       10      8       4       10      9       3       3       5       9       5           
Vardas7247     Pavarde7247    9       5       2       2       2       7       8       6       5       1       9       9       6       6       10          
Vardas7248     Pavarde7248    4       10      9       8       10      6       7       7       2       5       6       4       10      3       7           
Vardas7249     Pavarde7249    4       3       1       9       3       8       10      2       4       5       4       7       2       8       4           
Vardas7250     Pavarde7250    9       4       4       8       2       7       10      5       1       6       4       9       3       8       2           
Vardas7251     Pavarde7251    2       6       1       2       3       2       2       6       1       1       6       6       8       2       9           
Vardas7252     Pavarde7252    9       10      5       8       8       6       10      1       7       5       9       9       7       1       7           
Vardas7253     Pavarde7253    6       6       3       5       6       6       2       9       10      9       9       8       7       2       4           
Vardas7254     Pavarde7254    8       1       6       2       1       3       10      10      3       2       5       8       10      4       1           
Vardas7255     Pavarde7255    1       7       1       7       3       9       3       9       1       5       6       1       4       5       10          
Vardas7256     Pavarde7256    4       3       2       8       4       5       7       8       4       2       1       5       2       6       4           
Vardas7257     Pavarde7257    3       5       5       9       3       7       6       5       3       9       9       4       1       8       1           
Vardas7258     Pavarde7258    10      10      1       4       6       5       2       7       3       3       6       4       3       5       8           
Vardas7259     Pavarde7259    2       8       6       7       10      9       8       8       3       4       10      2       7       5       5           
Vardas7260     Pavarde7260    8       1       5       5       9       3       10      1       5       9       7       2       3       3       9           
Vardas7261     Pavarde7261    6       9       2       1       2       6       2       1       5       3       5       4       4       5       9           
Vardas7262     Pavarde7262    3       5       8       4       7       10      6       8       9       6       2       1       4       9       9           
Vardas7263     Pavarde7263    10      7       2       6       4       2       8       6       10      5       8       7       10      10      5           
Vardas7264     Pavarde7264    2       9       2       7       6       3       8       5       3       1       6       7       2       1       7           
Vardas7265     Pavarde7265    9       3       2       3       2       2       5       2       10      10      8       10      1       4       6           
Vardas7266     Pavarde7266    10      3       1       9       7       4       1       2       1       6       6       4       8       3       8           
Vardas7267     Pavarde7267    4       4       7       5       6       2       10      4       3       2       5       2       2       1       3           
Vardas7268     Pavarde7268    3       7       9       8       2       3       10      5       9       10      4       8       10      10      8           
Vardas7269     Pavarde7269    10      5       4       5       4       3       5       5       9       4       4       3       7       6       6           
Vardas7270     Pavarde7270    5       6       5       3       2       3       2       7       5       7       9       10      5       8       3           
Vardas7271     Pavarde7271    9       6       9       4       10      3       6       9       9       2       9       7       1       10      6           
Vardas7272     Pavarde7272    3       8       8       3       3       9       5       2       2       3       10      3       8       5       3           
Vardas7273     Pavarde7273    5       8       4       9       1       5       3       3       9       5       3       7       4       2       10          
Vardas7274     Pavarde7274    5       6       2       1       6       4       10      7       10      4       8       7       5       4       1           
Vardas7275     Pavarde7275    9       10      6       10      10      9       1       3       3       3       4       4       6       9       4           
Vardas7276     Pavarde7276    9       7       9       4       9       10      2       5       7       10      10      7       2       3       7           
Vardas7277     Pavarde7277    9       5       8       2       10      4       5       10      4       5       5       4       8       8       9           
Vardas7278     Pavarde7278    7       3       6       4       9       1       7       4       2       7       3       6       9       2       6           
Vardas7279     Pavarde7279    1       6       4       3       1       3       10      6       4       8       3       2       1       4       7           
Vardas7280     Pavarde7280    9       10      7       9       2       9       3       7       10      4       5       9       3       3       8           
Vardas7281     Pavarde7281    1       3       4       4       7       10      7       5       4       8       1       7       1       4       1           
Vardas7282     Pavarde7282    7       7       5       5       9       8       4       6       1       8       1       3       7       9       6           
Vardas7283     Pavarde7283    3       4       9       7       7       5       1       10      8       8       2       3       8       7       8           
Vardas7284     Pavarde7284    6       5       1       3       10      10      9       2       10      1       2       3       9       9       2           
Vardas7285     Pavarde7285    4       10      9       2       5       10      10      2       2       1       8       6       2       10      10          
Vardas7286     Pavarde7286    6       7       4       3       9       10      2       7       6       7       2       3       1       9       2           
Vardas7287     Pavarde7287    7       5       2       8       4       4       9       7       3       7       3       6       4       4       8           
Vardas7288     Pavarde7288    7       4       10      8       2       9       10      6       1       7       9       10      5       6       2           
Vardas7289     Pavarde7289    6       2       8       8       9       2       9       8       4       8       5       8       4       6       5           
Vardas7290     Pavarde7290    5       1       5       10      7       9       8       8       6       10      10      1       10      5       2           
Vardas7291     Pavarde7291    4       10      4       9       9       8       4       6       5       10      2       2       7       10      10          
Vardas7292     Pavarde7292    9       7       9       4       6       6       6       6       1       5       6       2       6       1       9           
Vardas7293     Pavarde7293    6       2       2       9       5       4       6       7       10      10      8       5       8       5       4           
Vardas7294     Pavarde7294    7       9       9       8       9       9       10      4       2       10      2       3       3       4       3           
Vardas7295     Pavarde7295    4       10      2       5       2       4       3       5       1       4       1       6       10      8       9           
Vardas7296     Pavarde7296    8       7       5       3       4       4       1       10      6       1       10      6       8       2       10          
Vardas7297     Pavarde7297    1       8       10      4       1       1       7       6       6       2       6       10      2       10      1           
Vardas7298     Pavarde7298    7       3       9       2       5       7       8       2       8       1       4       4       2       3       3           
Vardas7299     Pavarde7299    5       2       7       6       2       6       3       4       6       5       6       4       8       3       2           
Vardas7300     Pavarde7300    8       8       8       5       3       6       9       6       8       4       10      1       3       1       3           
Vardas7301     Pavarde7301    9       6       10      1       7       2       10      10      7       2       10      8       1       9       6           
Vardas7302     Pavarde7302    9       1       5       9       10      7       7       3       2       7       8       9       1       8       6           
Vardas7303     Pavarde7303    9       7       7       5       7       5       2       3       4       1       8       1       8       7       1           
Vardas7304     Pavarde7304    1       6       9       5       9       2       5       6       3       5       9       10      6       8       5           
Vardas7305     Pavarde7305    2       8       8       4       3       9       8       7       9       6       9       4       1       6       2           
Vardas7306     Pavarde7306    7       3       6       5       9       7       3       3       1       1       7       10      3       5       5           
Vardas7307     Pavarde7307    9       8       8       6       1       6       4       1       10      7       9       6       3       9       6           
Vardas7308     Pavarde7308    9       10      1       1       10      9       10      7       5       1       10      7       8       1       9           
Vardas7309     Pavarde7309    2       3       2       9       8       4       5       9       7       7       9       4       4       6       5           
Vardas7310     Pavarde7310    7       8       4       7       8       9       6       2       2       10      1       3       1       9       10          
Vardas7311     Pavarde7311    2       6       8       6       9       10      5       7       7       4       9       3       9       3       4           
Vardas7312     Pavarde7312    9       8       1       1       8       10      8       6       1       9       2       3       10      6       8           
Vardas7313     Pavarde7313    7       2       1       10      6       9       2       2       2       7       10      6       9       8       2           
Vardas7314     Pavarde7314    9       9       4       6       6       3       1       5       8       9       10      2       4       7       4           
Vardas7315     Pavarde7315    10      7       1       3       2       6       5       1       4       9       1       5       7       4       2           
Vardas7316     Pavarde7316    3       3       6       7       7       5       10      7       1       6       1       7       3       8       10          
Vardas7317     Pavarde7317    10      7       10      8       8       4       4       9       9       5       2       10      4       8       5           
Vardas7318     Pavarde7318    10      1       9       7       9       4       2       9       8       3       8       1       10      2       10          
Vardas7319     Pavarde7319    8       9       9       5       9       1       4       4       8       9       5       4       5       9       10          
Vardas7320     Pavarde7320    1       7       10      4       4       9       10      1       7       4       7       3       3       7       10          
Vardas7321     Pavarde7321    9       4       7       10      4       8       8       2       5       10      8       4       2       7       1           
Vardas7322     Pavarde7322    6       7       5       10      2       2       7       6       2       10      10      2       7       6       4           
Vardas7323     Pavarde7323    1       1       6       10      8       5       2       8       2       8       2       2       10      7       9           
Vardas7324     Pavarde7324    3       10      3       2       1       10      10      1       10      7       3       2       4       5       9           
Vardas7325     Pavarde7325    5       9       4       2       5       7       7       10      3       1       10      8       2       3       9           
Vardas7326     Pavarde7326    9       3       9       10      7       9       1       5       9       2       7       4       4       4       3           
Vardas7327     Pavarde7327    5       6       4       1       2       3       6       5       5       3       9       1       7       7       10          
Vardas7328     Pavarde7328    9       8       7       3       7       1       5       10      3       3       6       5       1       4       4           
Vardas7329     Pavarde7329    1       4       1       5       7       5       10      7       3       8       9       8       6       9       1           
Vardas7330     Pavarde7330    10      8       3       4       8       8       6       4       5       1       1       3       10      6       5           
Vardas7331     Pavarde7331    1       4       7       4       8       10      7       8       8       6       5       2       6       8       1           
Vardas7332     Pavarde7332    6       10      3       6       8       2       10      10      5       5       1       2       10      6       3           
Vardas7333     Pavarde7333    3       8       3       4       2       5       3       5       7       9       4       3       5       1       4           
Vardas7334     Pavarde7334    3       8       9       10      10      3       2       8       9       8       1       4       6       6       9           
Vardas7335     Pavarde7335    10      9       2       9       10      7       4       2       6       2       3       2       4       3       5           
Vardas7336     Pavarde7336    9       4       5       5       8       1       3       6       4       7       8       4       9       4       2           
Vardas7337     Pavarde7337    7       5       10      5       1       4       4       9       8       5       3       8       3       8       2           
Vardas7338     Pavarde7338    10      10      2       3       6       9       10      3       2       3       7       6       9       10      8           
Vardas7339     Pavarde7339    6       4       2       4       1       3       3       3       3       2       8       5       1       3       3           
Vardas7340     Pavarde7340    9       8       8       6       8       1       6       1       9       6       5       8       10      3       8           
Vardas7341     Pavarde7341    9       5       6       9       4       2       8       4       2       6       9       2       4       2       5           
Vardas7342     Pavarde7342    9       4       1       6       3       1       1       1       9       2       1       5       3       1       6           
Vardas7343     Pavarde7343    7       8       4       8       5       1       3       6       5       9       10      1       3       7       2           
Vardas7344     Pavarde7344    9       5       1       10      3       7       2       7       2       5       2       3       5       10      3           
Vardas7345     Pavarde7345    2       9       9       10      9       7       5       10      10      8       6       3       1       1       2           
Vardas7346     Pavarde7346    4       2       8       4       6       8       5       4       8       2       7       8       4       2       8           
Vardas7347     Pavarde7347    5       10      6       1       3       1       5       3       6       3       4       7       8       2       5           
Vardas7348     Pavarde7348    7       8       7       1       5       1       7       2       9       2       6       9       3       2       1           
Vardas7349     Pavarde7349    7       5       5       1       1       7       9       7       8       7       1       8       7       3       10          
Vardas7350     Pavarde7350    4       10      3       10      1       10      10      10      6       1       5       7       9       9       10          
Vardas7351     Pavarde7351    9       8       2       7       8       4       9       7       2       6       6       1       10      4       6           
Vardas7352     Pavarde7352    4       10      7       3       7       8       7       5       7       3       6       7       1       10      9           
Vardas7353     Pavarde7353    10      2       5       6       7       1       1       10      9       10      3       6       10      9       9           
Vardas7354     Pavarde7354    5       4       6       8       10      5       5       5       6       2       3       6       10      8       8           
Vardas7355     Pavarde7355    8       10      2       9       5       2       4       2       4       8       4       2       9       5       2           
Vardas7356     Pavarde7356    5       4       5       3       10      10      6       8       10      8       9       4       2       6       8           
Vardas7357     Pavarde7357    4       9       8       2       8       7       6       1       2       2       2       8       5       1       4           
Vardas7358     Pavarde7358    4       4       9       8       4       3       3       9       6       4       2       2       8       6       5           
Vardas7359     Pavarde7359    3       5       7       9       2       2       9       1       4       10      9       8       8       3       10          
Vardas7360     Pavarde7360    4       5       4       3       9       3       1       3       8       10      6       10      7       7       10          
Vardas7361     Pavarde7361    2       9       8       10      4       6       3       1       3       2       1       8       1       6       8           
Vardas7362     Pavarde7362    9       4       9       9       1       3       8       9       8       5       7       6       2       9       3           
Vardas7363     Pavarde7363    7       10      6       4       9       2       3       10      8       4       9       6       7       4       7           
Vardas7364     Pavarde7364    6       4       6       9       3       6       4       5       4       10      9       7       5       4       3           
Vardas7365     Pavarde7365    9       7       6       8       2       8       4       9       2       7       4       6       5       9       6           
Vardas7366     Pavarde7366    8       2       7       1       5       2       6       8       4       1       6       7       5       7       7           
Vardas7367     Pavarde7367    6       3       1       2       2       5       2       2       4       6       1       2       3       8       2           
Vardas7368     Pavarde7368    10      3       1       3       5       9       1       6       3       10      7       8       5       10      6           
Vardas7369     Pavarde7369    7       7       1       3       1       9       5       6       7       9       2       6       10      2       1           
Vardas7370     Pavarde7370    9       2       7       1       9       3       6       7       1       10      6       7       2       10      10          
Vardas7371     Pavarde7371    8       9       9       10      5       9       4       4       5       5       10      7       2       4       7           
Vardas7372     Pavarde7372    9       5       2       1       2       6       7       5       3       5       4       4       1       7       7           
Vardas7373     Pavarde7373    4       7       6       3       7       6       10      2       7       4       4       7       1       8       1           
Vardas7374     Pavarde7374    2       5       3       6       8       7       10      8       6       3       1       10      6       9       10          
Vardas7375     Pavarde7375    8       1       1       2       7       6       10      7       1       9       6       8       10      6       6           
Vardas7376     Pavarde7376    4       1       3       6       8       7       3       6       8       1       5       1       5       7       6           
Vardas7377     Pavarde7377    3       9       7       3       7       9       10      3       4       9       9       4       2       5       8           
Vardas7378     Pavarde7378    6       4       8       9       8       8       10      9       10      3       5       8       8       10      4           
Vardas7379     Pavarde7379    3       9       4       5       10      10      10      7       8       10      7       1       7       10      3           
Vardas7380     Pavarde7380    2       5       1       9       6       5       7       10      2       2       3       3       3       8       6           
Vardas7381     Pavarde7381    6       4       7       8       5       1       5       7       9       2       10      9       8       1       2           
Vardas7382     Pavarde7382    7       4       4       5       2       1       10      4       3       5       5       10      10      8       9           
Vardas7383     Pavarde7383    3       10      4       2       8       5       9       10      2       2       6       7       5       7       2           
Vardas7384     Pavarde7384    8       10      9       7       1       8       3       6       5       8       4       9       10      2       6           
Vardas7385     Pavarde7385    1       1       9       8       2       6       1       4       7       7       7       9       2       9       2           
Vardas7386     Pavarde7386    2       4       9       7       10      5       5       9       7       4       9       10      7       10      6           
