Vardas         Pavarde        ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    Egzaminas   
Vardas81341    Pavarde81341   6       3       3       8       5       5       1       6       5       7       1       9       3       1       2           
Vardas81342    Pavarde81342   4       1       9       10      2       9       8       3       10      2       2       1       3       2       3           
Vardas81343    Pavarde81343   3       7       1       9       8       1       8       9       9       10      1       1       8       1       8           
Vardas81344    Pavarde81344   1       9       1       10      4       2       10      1       7       1       8       1       2       7       10          
Vardas81345    Pavarde81345   5       6       9       5       4       5       4       8       6       9       5       2       5       8       4           
Vardas81346    Pavarde81346   2       7       5       4       5       9       1       3       2       6       4       4       8       9       7           
Vardas81347    Pavarde81347   1       4       9       2       8       5       4       10      9       2       6       10      1       3       7           
Vardas81348    Pavarde81348   4       1       4       2       1       2       3       2       4       10      10      4       5       7       8           
Vardas81349    Pavarde81349   1       5       4       4       6       10      4       10      7       8       8       1       4       7       4           
Vardas81350    Pavarde81350   7       2       9       7       5       5       3       4       8       2       9       5       8       3       5           
Vardas81351    Pavarde81351   9       8       3       4       7       9       8       9       8       10      3       4       6       6       2           
Vardas81352    Pavarde81352   10      3       5       10      5       3       6       10      1       1       7       3       8       7       8           
Vardas81353    Pavarde81353   7       1       9       5       7       5       4       6       5       4       9       4       1       8       5           
Vardas81354    Pavarde81354   6       7       8       7       4       3       3       2       4       10      9       2       1       2       1           
Vardas81355    Pavarde81355   2       8       5       6       4       9       9       10      4       4       8       5       9       2       10          
Vardas81356    Pavarde81356   7       6       8       1       9       5       7       7       4       7       9       6       7       9       1           
Vardas81357    Pavarde81357   8       2       9       3       5       9       7       9       6       8       6       6       7       9       3           
Vardas81358    Pavarde81358   10      3       6       4       7       2       8       9       9       7       10      10      3       10      5           
Vardas81359    Pavarde81359   6       6       8       9       9       1       7       6       7       10      3       8       10      6       8           
Vardas81360    Pavarde81360   9       7       8       9       3       6       6       10      10      6       4       3       8       4       2           
Vardas81361    Pavarde81361   3       1       9       2       4       3       5       6       9       6       8       10      9       1       9           
Vardas81362    Pavarde81362   1       3       3       4       2       1       9       4       4       2       5       1       1       7       2           
Vardas81363    Pavarde81363   3       10      5       2       6       3       3       1       2       5       7       6       5       7       3           
Vardas81364    Pavarde81364   6       2       8       5       2       5       6       4       1       3       8       2       5       3       5           
Vardas81365    Pavarde81365   7       2       3       9       3       7       10      8       1       5       6       6       7       4       3           
Vardas81366    Pavarde81366   8       7       3       2       6       4       9       3       8       8       7       5       10      6       8           
Vardas81367    Pavarde81367   2       8       6       9       6       10      5       3       6       1       7       2       9       2       10          
Vardas81368    Pavarde81368   5       5       4       5       1       4       1       3       6       6       9       1       5       5       6           
Vardas81369    Pavarde81369   3       2       1       4       1       2       6       7       5       7       10      5       2       1       3           
Vardas81370    Pavarde81370   2       1       6       1       7       8       5       8       7       8       9       9       4       9       3           
Vardas81371    Pavarde81371   8       6       2       10      8       2       3       2       3       4       5       1       4       5       2           
Vardas81372    Pavarde81372   2       4       7       4       4       9       9       3       3       7       8       1       8       7       1           
Vardas81373    Pavarde81373   5       3       8       9       8       7       7       3       9       8       10      2       2       4       9           
Vardas81374    Pavarde81374   6       3       7       3       1       7       8       4       1       7       5       4       1       4       6           
Vardas81375    Pavarde81375   9       9       7       8       1       8       10      3       3       2       1       2       10      10      10          
Vardas81376    Pavarde81376   9       10      3       2       10      6       1       4       5       1       4       6       4       8       6           
Vardas81377    Pavarde81377   5       2       9       3       6       7       7       9       6       4       7       10      8       6       7           
Vardas81378    Pavarde81378   10      9       3       7       7       8       5       5       9       7       7       2       9       10      9           
Vardas81379    Pavarde81379   4       10      3       8       8       9       5       10      9       9       6       1       5       4       7           
Vardas81380    Pavarde81380   8       9       6       3       2       5       9       1       7       3       4       4       10      5       7           
Vardas81381    Pavarde81381   5       6       6       6       8       1       9       7       1       8       3       4       1       1       9           
Vardas81382    Pavarde81382   5       5       3       8       2       9       7       7       2       8       6       5       5       3       4           
Vardas81383    Pavarde81383   4       5       6       10      7       9       8       10      3       10      3       1       8       2       5           
Vardas81384    Pavarde81384   5       6       9       5       7       1       5       2       1       3       1       1       2       6       6           
Vardas81385    Pavarde81385   6       10      8       9       5       10      10      6       3       3       7       10      1       2       2           
Vardas81386    Pavarde81386   1       6       1       10      1       3       8       8       3       6       2       8       5       9       8           
Vardas81387    Pavarde81387   1       6       5       1       6       7       6       7       6       4       6       3       6       7       2           
Vardas81388    Pavarde81388   10      5       7       1       10      8       1       1       2       1       4       1       10      2       2           
Vardas81389    Pavarde81389   6       3       3       10      4       7       4       9       9       4       2       5       2       5       9           
Vardas81390    Pavarde81390   7       10      6       3       3       7       8       8       6       7       9       1       8       2       1           
Vardas81391    Pavarde81391   4       9       2       8       6       8       4       10      9       7       1       10      2       6       8           
Vardas81392    Pavarde81392   4       8       7       1       2       1       1       6       5       9       1       2       9       3       7           
Vardas81393    Pavarde81393   7       4       3       1       5       5       6       1       2       4       7       9       7       4       1           
Vardas81394    Pavarde81394   4       1       9       6       5       1       7       5       8       8       1       8       4       2       2           
Vardas81395    Pavarde81395   2       5       4       7       7       1       10      3       6       3       1       3       8       3       9           
Vardas81396    Pavarde81396   8       7       9       8       1       2       6       3       9       4       9       10      7       9       8           
Vardas81397    Pavarde81397   10      7       4       9       9       10      4       1       1       2       7       10      7       5       4           
Vardas81398    Pavarde81398   9       5       7       8       9       6       8       1       5       4       1       7       8       2       6           
Vardas81399    Pavarde81399   10      3       6       10      1       1       5       4       6       7       8       3       4       1       9           
Vardas81400    Pavarde81400   4       6       8       5       7       4       2       1       2       9       8       6       1       5       8           
Vardas81401    Pavarde81401   1       4       4       6       7       3       2       7       10      2       10      9       8       2       2           
Vardas81402    Pavarde81402   1       4       3       1       8       4       2       4       6       5       6       8       2       2       7           
Vardas81403    Pavarde81403   4       9       4       8       5       9       5       6       5       5       2       1       4       6       7           
Vardas81404    Pavarde81404   10      8       6       1       8       9       9       10      4       1       2       10      5       8       5           
Vardas81405    Pavarde81405   8       1       6       4       2       8       5       7       3       10      2       8       2       2       5           
Vardas81406    Pavarde81406   4       4       9       6       4       10      3       2       8       7       8       6       8       3       10          
Vardas81407    Pavarde81407   5       4       5       3       6       6       1       1       8       8       1       7       5       3       8           
Vardas81408    Pavarde81408   4       7       9       1       7       9       6       9       1       9       6       6       8       1       1           
Vardas81409    Pavarde81409   7       7       3       3       3       7       4       7       9       8       3       3       3       10      1           
Vardas81410    Pavarde81410   8       1       7       2       7       9       7       8       3       5       10      5       2       9       8           
Vardas81411    Pavarde81411   1       10      5       8       8       8       1       3       8       6       9       1       6       2       4           
Vardas81412    Pavarde81412   7       4       1       7       1       10      5       10      5       2       7       6       1       2       1           
Vardas81413    Pavarde81413   1       9       4       5       9       5       8       4       9       7       2       2       9       2       1           
Vardas81414    Pavarde81414   5       7       3       1       5       10      2       7       1       2       2       5       4       2       2           
Vardas81415    Pavarde81415   10      2       9       2       2       7       10      7       6       4       9       10      9       5       1           
Vardas81416    Pavarde81416   8       2       6       7       9       8       8       4       3       6       7       5       8       4       6           
Vardas81417    Pavarde81417   9       10      2       1       5       4       5       2       9       7       3       8       10      10      3           
Vardas81418    Pavarde81418   6       4       1       8       9       5       4       4       3       7       6       1       9       2       5           
Vardas81419    Pavarde81419   10      1       7       1       1       10      7       9       10      2       1       1       1       8       5           
Vardas81420    Pavarde81420   1       6       4       6       7       6       8       5       9       3       4       4       2       7       8           
Vardas81421    Pavarde81421   1       6       4       2       5       7       10      1       1       5       7       8       4       7       4           
Vardas81422    Pavarde81422   3       1       5       5       4       3       3       1       7       2       3       6       4       1       1           
Vardas81423    Pavarde81423   7       4       3       6       2       10      4       1       1       3       2       6       6       9       10          
Vardas81424    Pavarde81424   3       5       2       8       1       3       3       1       1       10      2       2       4       6       8           
Vardas81425    Pavarde81425   7       3       2       10      10      6       2       1       3       7       1       6       6       4       1           
Vardas81426    Pavarde81426   5       6       3       10      5       3       6       7       3       4       2       8       10      9       2           
Vardas81427    Pavarde81427   10      2       8       7       3       1       10      7       8       2       1       2       6       3       5           
Vardas81428    Pavarde81428   6       7       2       6       9       9       9       6       7       5       1       5       3       5       1           
Vardas81429    Pavarde81429   4       10      10      2       6       3       5       9       4       9       6       10      2       6       4           
Vardas81430    Pavarde81430   4       2       8       6       1       4       4       3       6       8       8       10      3       8       8           
Vardas81431    Pavarde81431   6       1       10      2       7       4       2       10      10      4       6       3       2       6       9           
Vardas81432    Pavarde81432   6       4       1       8       3       10      5       1       6       4       3       3       4       4       3           
Vardas81433    Pavarde81433   8       2       5       2       9       10      7       9       8       5       3       3       5       5       9           
Vardas81434    Pavarde81434   6       6       1       10      3       9       6       8       6       5       1       9       3       2       9           
Vardas81435    Pavarde81435   1       5       1       7       1       3       4       7       3       2       1       10      9       1       7           
Vardas81436    Pavarde81436   8       1       7       8       8       7       7       5       9       2       9       8       7       5       8           
Vardas81437    Pavarde81437   4       6       9       3       7       5       1       2       3       2       4       9       3       7       1           
Vardas81438    Pavarde81438   1       6       8       8       1       9       8       1       2       3       6       5       9       2       9           
Vardas81439    Pavarde81439   3       10      2       3       6       6       9       2       7       8       9       4       1       4       4           
Vardas81440    Pavarde81440   7       3       7       2       10      8       8       10      6       2       10      2       10      1       3           
Vardas81441    Pavarde81441   6       3       3       10      4       1       4       7       3       3       4       5       5       7       10          
Vardas81442    Pavarde81442   3       9       7       9       5       10      2       2       1       9       6       2       9       7       7           
Vardas81443    Pavarde81443   4       1       9       9       1       6       9       8       7       1       4       2       9       2       10          
Vardas81444    Pavarde81444   8       9       10      1       8       9       7       7       2       4       10      4       4       4       6           
Vardas81445    Pavarde81445   4       6       4       2       3       5       10      8       5       4       4       3       6       8       8           
Vardas81446    Pavarde81446   9       1       2       2       8       9       5       9       10      10      4       10      2       1       5           
Vardas81447    Pavarde81447   3       4       7       1       9       8       6       1       2       6       7       3       10      8       9           
Vardas81448    Pavarde81448   9       2       2       2       3       2       1       5       2       5       2       8       3       2       3           
Vardas81449    Pavarde81449   10      3       6       3       3       4       6       7       3       5       4       6       8       7       8           
Vardas81450    Pavarde81450   7       7       3       1       6       6       2       7       10      4       7       10      4       4       5           
Vardas81451    Pavarde81451   6       4       7       9       9       10      4       2       4       4       1       9       10      8       1           
Vardas81452    Pavarde81452   3       2       1       6       9       4       7       4       7       6       2       2       7       1       8           
Vardas81453    Pavarde81453   6       8       4       2       9       6       6       2       6       6       9       7       7       10      5           
Vardas81454    Pavarde81454   10      9       3       10      9       7       1       7       2       8       6       10      8       4       1           
Vardas81455    Pavarde81455   3       5       1       10      5       3       1       4       6       6       6       10      10      5       1           
Vardas81456    Pavarde81456   6       3       9       9       4       4       1       2       9       1       2       6       6       7       7           
Vardas81457    Pavarde81457   5       10      6       2       2       10      3       5       4       10      10      7       2       5       2           
Vardas81458    Pavarde81458   10      2       6       2       6       9       7       2       1       6       5       6       4       1       3           
Vardas81459    Pavarde81459   4       4       10      7       6       7       2       4       4       3       3       1       4       7       2           
Vardas81460    Pavarde81460   10      1       3       10      10      10      10      4       7       7       5       6       1       3       10          
Vardas81461    Pavarde81461   9       3       2       6       1       8       7       6       10      1       7       8       9       10      2           
Vardas81462    Pavarde81462   7       3       3       10      2       9       5       10      8       10      3       7       7       8       1           
Vardas81463    Pavarde81463   2       7       8       9       3       9       10      4       8       2       1       3       10      6       10          
Vardas81464    Pavarde81464   2       3       6       1       2       9       7       5       1       6       6       3       5       1       9           
Vardas81465    Pavarde81465   7       5       7       2       8       10      8       9       2       4       8       8       1       5       2           
Vardas81466    Pavarde81466   4       8       7       7       4       9       3       4       10      10      3       9       6       2       2           
Vardas81467    Pavarde81467   10      2       5       10      8       4       1       2       5       2       1       8       10      7       1           
Vardas81468    Pavarde81468   9       1       4       1       9       7       1       9       6       3       10      2       5       7       6           
Vardas81469    Pavarde81469   2       4       8       7       7       3       1       1       3       10      4       8       3       1       3           
Vardas81470    Pavarde81470   3       6       4       5       4       5       10      2       1       6       3       1       2       10      1           
Vardas81471    Pavarde81471   7       4       7       4       5       10      1       6       9       8       4       10      2       7       9           
Vardas81472    Pavarde81472   1       3       4       10      2       6       9       4       8       4       3       2       5       2       1           
Vardas81473    Pavarde81473   1       9       8       10      5       6       9       4       8       9       1       3       7       6       7           
Vardas81474    Pavarde81474   5       7       5       6       7       8       8       8       3       10      3       8       7       1       4           
Vardas81475    Pavarde81475   4       9       5       3       9       4       9       4       6       9       5       9       2       7       6           
Vardas81476    Pavarde81476   2       9       3       2       2       7       8       9       8       1       8       10      8       8       1           
Vardas81477    Pavarde81477   5       9       2       6       3       7       8       8       3       10      4       9       4       10      7           
Vardas81478    Pavarde81478   4       1       8       9       6       6       8       3       9       4       4       10      6       6       6           
Vardas81479    Pavarde81479   1       4       4       7       6       6       4       3       2       2       9       2       9       1       9           
Vardas81480    Pavarde81480   3       10      5       4       1       8       8       4       7       4       2       8       5       1       1           
Vardas81481    Pavarde81481   3       1       5       2       5       3       5       3       7       3       3       10      7       5       7           
Vardas81482    Pavarde81482   2       3       8       8       3       7       10      9       4       10      3       5       8       3       9           
Vardas81483    Pavarde81483   5       10      5       1       9       1       9       1       4       8       8       6       5       6       5           
Vardas81484    Pavarde81484   8       8       3       5       3       2       1       9       3       10      2       4       6       4       10          
Vardas81485    Pavarde81485   8       1       3       8       1       10      9       9       9       1       10      6       8       2       5           
Vardas81486    Pavarde81486   1       4       4       10      9       1       8       7       3       8       10      4       7       7       8           
Vardas81487    Pavarde81487   8       7       6       3       6       3       6       3       3       6       10      7       3       8       8           
Vardas81488    Pavarde81488   7       10      5       9       9       2       4       8       2       2       4       1       2       7       9           
Vardas81489    Pavarde81489   6       1       2       8       8       2       2       1       8       2       4       3       8       8       1           
Vardas81490    Pavarde81490   6       8       10      1       7       2       1       3       5       1       7       2       3       8       4           
Vardas81491    Pavarde81491   8       1       3       2       2       6       9       4       6       3       9       4       8       6       2           
Vardas81492    Pavarde81492   1       10      9       5       7       6       3       7       10      1       6       4       4       6       10          
Vardas81493    Pavarde81493   1       3       9       5       9       7       6       4       3       9       7       10      3       5       4           
Vardas81494    Pavarde81494   8       9       6       6       3       5       3       5       8       4       2       4       5       1       10          
Vardas81495    Pavarde81495   7       1       4       7       4       9       4       7       8       6       9       9       2       9       10          
Vardas81496    Pavarde81496   8       8       10      6       2       1       4       7       10      5       1       6       8       5       6           
Vardas81497    Pavarde81497   9       9       2       10      8       9       4       6       2       5       3       5       5       3       2           
Vardas81498    Pavarde81498   7       10      8       2       9       2       8       9       9       6       1       3       10      1       10          
Vardas81499    Pavarde81499   3       4       1       9       8       8       2       8       5       8       8       10      3       10      9           
Vardas81500    Pavarde81500   5       7       4       4       6       7       9       9       6       4       5       6       1       3       7           
Vardas81501    Pavarde81501   8       9       7       2       7       8       6       9       2       9       3       5       7       10      3           
Vardas81502    Pavarde81502   6       7       8       8       5       8       1       10      4       10      10      10      4       4       8           
Vardas81503    Pavarde81503   6       4       9       10      5       8       6       9       3       8       2       6       8       9       1           
Vardas81504    Pavarde81504   5       3       4       8       2       4       3       8       8       5       3       3       10      3       4           
Vardas81505    Pavarde81505   4       4       1       2       5       5       1       7       6       3       10      3       9       3       8           
Vardas81506    Pavarde81506   2       10      5       10      1       1       9       7       8       6       3       2       10      9       8           
Vardas81507    Pavarde81507   2       3       6       2       2       5       3       10      1       10      5       2       8       9       4           
Vardas81508    Pavarde81508   3       8       5       1       1       7       2       7       3       7       2       5       10      4       4           
Vardas81509    Pavarde81509   7       5       7       9       6       9       10      9       6       8       3       8       7       6       10          
Vardas81510    Pavarde81510   6       7       6       1       4       1       7       9       7       1       10      9       3       7       9           
Vardas81511    Pavarde81511   10      7       9       4       7       2       10      9       2       4       6       3       3       3       1           
Vardas81512    Pavarde81512   7       9       9       3       4       3       2       1       3       9       9       3       1       3       10          
Vardas81513    Pavarde81513   6       5       6       10      5       7       5       2       2       10      5       9       8       1       9           
Vardas81514    Pavarde81514   2       6       5       1       7       6       6       9       4       7       5       1       10      3       8           
Vardas81515    Pavarde81515   9       6       4       8       4       8       6       5       2       2       2       1       8       9       2           
Vardas81516    Pavarde81516   5       6       4       9       9       7       10      5       5       3       3       8       2       10      3           
Vardas81517    Pavarde81517   4       9       2       3       7       10      8       10      7       5       1       9       3       1       3           
Vardas81518    Pavarde81518   1       4       7       6       10      10      9       1       10      3       1       7       3       6       2           
Vardas81519    Pavarde81519   5       8       1       8       10      7       9       9       2       3       7       1       3       10      1           
Vardas81520    Pavarde81520   1       2       1       2       6       5       7       6       3       6       9       5       4       1       3           
Vardas81521    Pavarde81521   6       10      4       3       1       6       8       1       2       6       10      6       2       5       7           
Vardas81522    Pavarde81522   6       2       1       2       4       10      2       7       6       9       7       7       3       3       9           
Vardas81523    Pavarde81523   4       1       9       5       5       10      7       9       1       6       1       5       7       10      6           
Vardas81524    Pavarde81524   4       7       9       6       3       7       8       4       10      10      5       8       8       10      1           
Vardas81525    Pavarde81525   4       3       5       1       7       9       3       6       2       9       2       6       5       4       4           
Vardas81526    Pavarde81526   4       4       3       9       3       4       5       3       7       9       4       5       5       5       2           
Vardas81527    Pavarde81527   7       4       9       1       2       10      5       8       5       2       1       10      8       7       5           
Vardas81528    Pavarde81528   8       7       10      1       8       3       1       6       10      2       7       3       2       6       9           
Vardas81529    Pavarde81529   2       8       6       10      3       4       4       3       2       6       4       7       8       5       1           
Vardas81530    Pavarde81530   4       7       1       1       3       5       5       6       7       10      5       10      7       1       8           
Vardas81531    Pavarde81531   1       2       6       1       7       9       6       1       2       9       4       3       9       9       3           
Vardas81532    Pavarde81532   6       8       10      1       8       4       9       1       1       4       7       6       8       8       10          
Vardas81533    Pavarde81533   9       8       9       9       8       4       9       5       5       9       10      4       4       5       6           
Vardas81534    Pavarde81534   7       1       10      4       9       9       10      6       3       3       6       10      9       8       9           
Vardas81535    Pavarde81535   8       5       4       10      5       6       4       9       10      3       10      1       1       6       1           
Vardas81536    Pavarde81536   2       1       9       2       8       3       9       5       10      5       9       5       9       5       8           
Vardas81537    Pavarde81537   4       8       4       10      1       7       3       9       9       3       3       5       7       3       6           
Vardas81538    Pavarde81538   10      5       4       5       10      2       1       8       6       9       4       4       10      5       8           
Vardas81539    Pavarde81539   4       2       6       9       5       1       8       3       3       5       2       6       3       8       9           
Vardas81540    Pavarde81540   6       1       6       1       1       1       9       7       6       5       1       7       10      1       7           
Vardas81541    Pavarde81541   6       9       6       3       8       1       8       6       5       3       5       10      5       1       5           
Vardas81542    Pavarde81542   6       7       2       4       1       1       1       6       2       9       4       6       7       7       6           
Vardas81543    Pavarde81543   1       10      8       6       5       3       5       5       6       4       1       6       1       5       1           
Vardas81544    Pavarde81544   3       10      3       9       8       10      6       10      3       5       4       10      7       4       1           
Vardas81545    Pavarde81545   10      7       8       5       10      6       5       5       5       1       4       3       7       4       5           
Vardas81546    Pavarde81546   7       10      2       8       5       2       7       3       7       2       5       7       4       6       8           
Vardas81547    Pavarde81547   5       9       3       8       1       10      1       5       9       10      3       3       9       9       7           
Vardas81548    Pavarde81548   3       6       7       4       10      2       2       3       1       9       10      3       3       5       9           
Vardas81549    Pavarde81549   2       4       1       5       10      2       6       1       10      5       10      5       7       5       1           
Vardas81550    Pavarde81550   2       8       10      3       10      2       9       9       10      4       7       9       9       7       2           
Vardas81551    Pavarde81551   6       8       3       8       2       6       10      7       10      8       4       6       8       8       8           
Vardas81552    Pavarde81552   7       3       9       4       8       9       4       10      1       4       1       5       1       8       2           
Vardas81553    Pavarde81553   5       9       10      9       9       9       5       6       6       7       8       7       5       8       1           
Vardas81554    Pavarde81554   9       7       3       9       6       5       9       1       1       1       5       9       7       8       10          
Vardas81555    Pavarde81555   1       6       1       3       5       7       9       7       1       4       3       5       3       10      5           
Vardas81556    Pavarde81556   9       3       8       5       10      2       7       7       9       5       9       9       6       10      9           
Vardas81557    Pavarde81557   6       5       7       6       7       1       5       2       2       9       7       1       5       1       10          
Vardas81558    Pavarde81558   7       2       5       5       8       1       5       6       8       5       5       7       5       5       5           
Vardas81559    Pavarde81559   1       7       7       3       8       9       5       3       3       8       7       10      1       8       4           
Vardas81560    Pavarde81560   3       1       3       8       4       1       10      9       4       6       9       2       5       10      8           
Vardas81561    Pavarde81561   2       5       8       7       6       3       5       1       4       7       10      6       10      9       1           
Vardas81562    Pavarde81562   7       1       2       4       2       4       4       4       10      8       1       2       8       3       9           
Vardas81563    Pavarde81563   6       4       9       8       5       7       6       5       8       5       9       4       5       4       4           
Vardas81564    Pavarde81564   4       3       5       5       2       2       3       6       9       8       5       9       6       4       3           
Vardas81565    Pavarde81565   8       3       9       1       4       3       8       3       4       9       6       5       2       6       6           
Vardas81566    Pavarde81566   4       7       3       9       5       2       5       6       4       8       10      6       5       5       8           
Vardas81567    Pavarde81567   5       1       9       4       6       6       7       3       7       10      2       7       4       6       8           
Vardas81568    Pavarde81568   1       9       3       6       10      1       3       6       3       1       9       8       3       4       2           
Vardas81569    Pavarde81569   10      3       7       3       8       2       10      4       2       5       3       10      2       10      10          
Vardas81570    Pavarde81570   5       7       3       1       6       5       9       10      2       10      7       10      5       5       5           
Vardas81571    Pavarde81571   6       2       8       1       3       3       2       8       6       10      2       7       6       6       5           
Vardas81572    Pavarde81572   6       7       2       9       3       4       10      1       6       3       3       8       7       10      4           
Vardas81573    Pavarde81573   8       4       1       9       5       9       8       9       9       9       6       2       8       5       3           
Vardas81574    Pavarde81574   7       3       2       2       8       10      10      1       10      8       10      2       8       7       9           
Vardas81575    Pavarde81575   6       9       1       1       6       2       9       9       3       8       9       3       10      6       2           
Vardas81576    Pavarde81576   3       1       1       2       3       1       8       10      6       3       6       6       9       2       2           
Vardas81577    Pavarde81577   2       1       4       1       3       2       10      7       2       10      1       1       9       10      2           
Vardas81578    Pavarde81578   7       9       5       2       5       6       1       8       2       9       3       5       9       9       2           
Vardas81579    Pavarde81579   7       9       9       7       9       7       5       7       2       3       10      7       1       6       1           
Vardas81580    Pavarde81580   8       4       10      9       10      2       4       2       10      10      8       1       3       3       1           
Vardas81581    Pavarde81581   7       6       9       7       3       6       3       8       2       2       9       3       5       5       7           
Vardas81582    Pavarde81582   8       10      8       2       1       7       2       2       5       5       2       7       3       10      6           
Vardas81583    Pavarde81583   5       10      9       9       5       1       1       9       5       4       2       2       4       10      2           
Vardas81584    Pavarde81584   4       3       4       2       2       1       8       10      6       8       1       1       9       7       6           
Vardas81585    Pavarde81585   5       6       2       4       5       5       7       7       8       1       5       4       2       2       1           
Vardas81586    Pavarde81586   5       1       2       7       9       9       4       3       8       2       9       10      8       3       2           
Vardas81587    Pavarde81587   5       3       10      1       2       9       7       1       9       3       10      4       2       10      9           
Vardas81588    Pavarde81588   6       8       10      4       4       6       3       3       4       3       10      1       10      3       5           
Vardas81589    Pavarde81589   10      1       4       2       8       5       6       8       3       5       9       2       1       9       7           
Vardas81590    Pavarde81590   8       2       7       10      5       7       1       7       4       3       9       8       7       6       9           
Vardas81591    Pavarde81591   5       10      5       6       9       6       7       10      4       4       2       10      4       5       9           
Vardas81592    Pavarde81592   8       1       4       6       10      1       9       7       10      3       9       9       5       3       9           
Vardas81593    Pavarde81593   4       6       8       1       8       2       1       2       8       3       1       2       10      7       5           
Vardas81594    Pavarde81594   8       2       8       3       2       5       5       4       6       2       7       1       2       5       2           
Vardas81595    Pavarde81595   7       9       5       1       5       2       6       4       8       6       4       9       1       9       4           
Vardas81596    Pavarde81596   7       5       6       6       3       7       5       2       4       6       3       1       5       6       4           
Vardas81597    Pavarde81597   3       1       9       5       2       1       4       6       1       8       1       3       10      5       6           
Vardas81598    Pavarde81598   7       4       4       9       2       5       10      2       2       3       8       1       5       8       10          
Vardas81599    Pavarde81599   7       9       4       6       7       5       6       7       4       8       2       9       4       7       1           
Vardas81600    Pavarde81600   5       8       3       8       3       8       8       8       8       8       3       3       8       7       7           
Vardas81601    Pavarde81601   4       4       6       9       5       4       1       6       10      6       6       2       6       6       5           
Vardas81602    Pavarde81602   10      5       9       5       10      8       8       5       2       9       8       9       1       10      4           
Vardas81603    Pavarde81603   4       9       5       7       7       10      10      9       6       10      7       3       9       4       10          
Vardas81604    Pavarde81604   10      3       7       5       3       7       10      1       8       8       3       9       9       7       2           
Vardas81605    Pavarde81605   3       4       4       8       9       1       1       3       8       9       3       9       1       7       1           
Vardas81606    Pavarde81606   8       5       7       1       7       6       10      2       4       2       3       8       9       10      5           
Vardas81607    Pavarde81607   1       8       9       7       8       3       5       10      2       10      5       2       2       3       4           
Vardas81608    Pavarde81608   3       6       4       5       1       6       7       5       6       2       4       5       1       8       6           
Vardas81609    Pavarde81609   2       8       4       10      10      1       5       8       7       8       4       8       10      6       1           
Vardas81610    Pavarde81610   8       9       2       2       7       1       10      3       7       3       9       4       5       7       2           
Vardas81611    Pavarde81611   2       5       4       1       5       7       6       10      9       5       1       9       10      2       3           
Vardas81612    Pavarde81612   3       6       8       9       8       9       9       4       7       10      2       2       4       4       10          
Vardas81613    Pavarde81613   9       1       10      4       9       9       10      9       2       2       4       8       7       6       3           
Vardas81614    Pavarde81614   2       3       9       8       4       10      1       7       1       9       7       3       2       6       5           
Vardas81615    Pavarde81615   2       1       4       2       3       9       1       8       1       6       2       4       7       10      1           
Vardas81616    Pavarde81616   1       9       5       1       1       10      6       7       7       1       8       9       8       9       6           
Vardas81617    Pavarde81617   10      3       8       9       7       6       10      7       10      6       9       4       3       5       3           
Vardas81618    Pavarde81618   8       8       4       7       3       8       3       4       7       1       9       3       2       5       1           
Vardas81619    Pavarde81619   4       5       6       9       10      8       5       2       9       2       3       10      1       9       6           
Vardas81620    Pavarde81620   9       5       2       5       6       9       4       2       2       4       10      10      5       7       10          
Vardas81621    Pavarde81621   1       5       5       10      2       10      5       3       9       10      5       4       6       2       6           
Vardas81622    Pavarde81622   6       2       4       1       3       6       3       10      7       6       6       10      2       5       10          
Vardas81623    Pavarde81623   9       10      6       3       4       10      10      2       2       10      1       2       6       7       7           
Vardas81624    Pavarde81624   4       3       9       9       1       7       5       2       5       8       9       7       3       9       1           
Vardas81625    Pavarde81625   7       5       10      4       1       3       2       8       6       8       7       9       7       3       9           
Vardas81626    Pavarde81626   4       1       4       10      3       10      9       5       3       10      8       1       2       5       6           
Vardas81627    Pavarde81627   1       6       2       7       9       1       7       10      2       6       9       7       8       1       9           
Vardas81628    Pavarde81628   3       8       3       6       7       2       3       10      3       1       6       4       3       2       6           
Vardas81629    Pavarde81629   1       1       7       8       3       3       8       1       7       6       5       3       2       5       6           
Vardas81630    Pavarde81630   4       8       3       6       3       3       6       4       2       2       9       7       8       5       1           
Vardas81631    Pavarde81631   1       8       1       6       1       5       2       4       4       4       9       8       10      4       10          
